Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
10,"H Rashid, P Singh, V Stankovic, L Stankovic","Can non-intrusive load monitoring be used for identifying an appliance's anomalous behaviour?",2019,"Applied energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306261919300613","https://scholar.google.com/scholar?cites=14472365586997869667&as_sdt=2005&sciodt=0,5&hl=en",91,"2020-01-11 14:06:34","","","","",,,,,10,10.00,3,4,1
9,"A Reinhardt, D Christin, SS Kanhere","Can smart plugs predict electric power consumption?: a case study",2014,"Proceedings of the 11th …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2693017","https://scholar.google.com/scholar?cites=12602469222508339148&as_sdt=2005&sciodt=0,5&hl=en",254,"2020-01-11 14:06:34","","","","",,,,,9,1.50,3,3,6
6,"CM Micali, RT Houlette, MS Phillips, ...","Communication of historical and real-time information about devices in a building",2019,"US Patent …","Google Patents","https://patents.google.com/patent/US10338112B2/en","https://scholar.google.com/scholar?cites=2959528069064197228&as_sdt=2005&sciodt=0,5&hl=en",389,"2020-01-11 14:06:34","","","","",,,,,6,6.00,2,4,1
0,"P Steigler","Correlating consumption and voltage data to identify line loss in an electric grid",2017,"US Patent 9,799,083","Google Patents","https://patents.google.com/patent/US9799083B2/en","",295,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,3
2,"LA Moore, JR Eldridge","Correlating power consumption with CPU activity",2011,"US Patent 7,970,566","Google Patents","https://patents.google.com/patent/US7970566B2/en","https://scholar.google.com/scholar?cites=12539241035508274302&as_sdt=2005&sciodt=0,5&hl=en",289,"2020-01-11 14:06:34","","","","",,,,,2,0.22,1,2,9
8,"A Adabi, P Manovi, P Mantey","Cost-effective instrumentation via NILM to support a residential energy management system",2016,"2016 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7430540/","https://scholar.google.com/scholar?cites=17374152078805054908&as_sdt=2005&sciodt=0,5&hl=en",25,"2020-01-11 14:06:34","","","","",,,,,8,2.00,3,3,4
2,"N Batra, A Singh, K Whitehouse","Creating a Detailed Energy Breakdown from just the Monthly Electricity Bill",2016,"Proceedings of the 3rd …","nilmworkshop.org","http://nilmworkshop.org/2016/proceedings/Paper_ID07.pdf","https://scholar.google.com/scholar?cites=16781372705017555108&as_sdt=2005&sciodt=0,5&hl=en",132,"2020-01-11 14:06:34","PDF","","","",,,,,2,0.50,1,3,4
14,"G Chicco","Customer behaviour and data analytics",2016,"2016 International Conference and Exposition on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7781443/","https://scholar.google.com/scholar?cites=3040431150656078686&as_sdt=2005&sciodt=0,5&hl=en",186,"2020-01-11 14:06:34","","","","",,,,,14,3.50,14,1,4
5,"C Shin, S Rho, H Lee, W Rhee","Data Requirements for Applying Machine Learning to Energy Disaggregation",2019,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/12/9/1696","https://scholar.google.com/scholar?cites=8355286782915158031&as_sdt=2005&sciodt=0,5&hl=en",292,"2020-01-11 14:06:34","","","","",,,,,5,5.00,1,4,1
4,"B Najafi, S Moaveninejad, F Rinaldi","Data analytics for energy disaggregation: methods and applications",2018,"Big Data Application in Power …","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128119686000176","https://scholar.google.com/scholar?cites=8564243959659199910&as_sdt=2005&sciodt=0,5&hl=en",92,"2020-01-11 14:06:34","","","","",,,,,4,2.00,1,3,2
8,"N Batra, A Singh, P Singh, H Dutta, V Sarangan, ...","Data driven energy efficiency in buildings",2014,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1404.7227","https://scholar.google.com/scholar?cites=13075925195741660275&as_sdt=2005&sciodt=0,5&hl=en",382,"2020-01-11 14:06:34","","","","",,,,,8,1.33,1,6,6
7,"M Jain","Data driven feedback for optimized and efficient usage of decentralized air conditioners",2016,"2016 IEEE International Conference on Pervasive …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7457082/","https://scholar.google.com/scholar?cites=2254946050509637463&as_sdt=2005&sciodt=0,5&hl=en",226,"2020-01-11 14:06:34","","","","",,,,,7,1.75,7,1,4
0,"AISPO Soares","Data mining no âmbito da monitorização não-intrusiva de cargas",2016,"","repositorio-aberto.up.pt","https://repositorio-aberto.up.pt/bitstream/10216/87064/2/160803.pdf","",276,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,4
36,"O Parson, G Fisher, A Hersey, N Batra, ...","Dataport and NILMTK: A building data set designed for non-intrusive load monitoring",2015,"2015 IEEE Global …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7418187/","https://scholar.google.com/scholar?cites=8245813408405932156&as_sdt=2005&sciodt=0,5&hl=en",2,"2020-01-11 14:06:34","","","","",,,,,36,7.20,7,5,5
4,"D Behrens, T Schoormann, R Knackstedt","Datensets für Demand-Side-Management-Literatur-Review-Basierte Analyse und Forschungsagenda",2016,"Informatik 2016","dl.gi.de","https://dl.gi.de/bitstream/handle/20.500.12116/1018/1301.pdf?sequence=1","https://scholar.google.com/scholar?cites=1071753880015091744&as_sdt=2005&sciodt=0,5&hl=en",222,"2020-01-11 14:06:34","PDF","","","",,,,,4,1.00,1,3,4
2,"DM Jiménez-Bravo, JF De Paz, G Villarrubia, J Bajo","Dealing with Demand in Electric Grids with an Adaptive Consumption Management Platform",2018,"Complexity","hindawi.com","https://www.hindawi.com/journals/complexity/2018/4012740/abs/","https://scholar.google.com/scholar?cites=16937716140633861364&as_sdt=2005&sciodt=0,5&hl=en",162,"2020-01-11 14:06:34","","","","",,,,,2,1.00,1,4,2
5,"SNAU Nambi, RV Prasad, ...","Decentralized energy demand regulation in smart homes",2017,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7962194/","https://scholar.google.com/scholar?cites=11103406697628421642&as_sdt=2005&sciodt=0,5&hl=en",346,"2020-01-11 14:06:34","","","","",,,,,5,1.67,2,3,3
3,"E Ebeid, R Heick, R Jacobsen","Deducing Energy Consumer Behavior from Smart Meter Data",2017,"Future Internet","mdpi.com","https://www.mdpi.com/1999-5903/9/3/29","https://scholar.google.com/scholar?cites=16539821763831454187&as_sdt=2005&sciodt=0,5&hl=en",126,"2020-01-11 14:06:34","","","","",,,,,3,1.00,1,3,3
2,"G Bejarano, D DeFazio, A Ramesh","Deep Latent Generative Models For Energy Disaggregation",2019,"","aaai.org","https://www.aaai.org/Papers/AAAI/2019/AAAI-BejaranoG.1181.pdf","https://scholar.google.com/scholar?cites=17879150006763891948&as_sdt=2005&sciodt=0,5&hl=en",236,"2020-01-11 14:06:34","PDF","","","",,,,,2,2.00,1,3,1
0,"O AL ZEIDI","Deep Neural Networks for Non-Intrusive Load Monitoring",2018,"","zahraa-abdallah.com","http://zahraa-abdallah.com/wp-content/uploads/2019/02/Omar_Thesis_Draft.pdf","",130,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,2
3,"T Sirojan, BT Phung, ...","Deep neural network based energy disaggregation",2018,"2018 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8499441/","https://scholar.google.com/scholar?cites=6572109543433200341&as_sdt=2005&sciodt=0,5&hl=en",67,"2020-01-11 14:06:34","","","","",,,,,3,1.50,1,3,2
42,"S Singh, A Majumdar","Deep sparse coding for non–intrusive load monitoring",2017,"IEEE Transactions on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7847445/","https://scholar.google.com/scholar?cites=5928930822396981045&as_sdt=2005&sciodt=0,5&hl=en",106,"2020-01-11 14:06:34","","","","",,,,,42,14.00,21,2,3
13,"P Barbosa, A Brito, H Almeida","Defending against load monitoring in smart metering data through noise addition",2015,"Proceedings of the 30th Annual ACM …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2695800","https://scholar.google.com/scholar?cites=16098887312152354233&as_sdt=2005&sciodt=0,5&hl=en",197,"2020-01-11 14:06:34","","","","",,,,,13,2.60,4,3,5
0,"M Gaur, A Majumdar","Demand-side analytics for sustainable energy",2019,"","repository.iiitd.edu.in","https://repository.iiitd.edu.in/jspui/handle/123456789/794","",224,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,2,1
3,"J Kelly, N Batra, O Parson, H Dutta, ...","Demo Abstract: NILMTK v0. 2: A non-intrusive load monitoring toolkit for large scale data sets",2014,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1409.5908","https://scholar.google.com/scholar?cites=8161375911757735969&as_sdt=2005&sciodt=0,5&hl=en",4,"2020-01-11 14:06:34","","","","",,,,,3,0.50,1,5,6
26,"R Bonfigli, A Felicetti, E Principi, M Fagiani, ...","Denoising autoencoders for non-intrusive load monitoring: improvements and comparative evaluation",2018,"Energy and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378778817314457","https://scholar.google.com/scholar?cites=2019160747611752137&as_sdt=2005&sciodt=0,5&hl=en",97,"2020-01-11 14:06:34","","","","",,,,,26,13.00,5,5,2
0,"JGI Cypriano","Desagregação do consumo de energia elétrica em residências com geração fotovoltaica",2019,"","repositorio.unicamp.br","http://repositorio.unicamp.br/handle/REPOSIP/334042","",374,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,1
0,"A Acquaviva, E Patti, I Mehaj","Design and Implementation of a Web based Performance Analysis application for a Non-Intrusive Load Monitoring System",2017,"","webthesis.biblio.polito.it","https://webthesis.biblio.polito.it/6615/1/tesi.pdf","",179,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,3,3
0,"M ALPING, A BERGMAN","Detecting Appliances in Energy Traces",,"publications.lib.chalmers.se","","http://publications.lib.chalmers.se/records/fulltext/245848/245848.pdf","",69,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,2,
0,"HY Tang, K Russell","Detecting a selected mode of household use",2015,"US Patent App. 14/661,864","Google Patents","https://patents.google.com/patent/US20150268062A1/en","",273,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,2,5
3,"A Reinhardt, D Reinhardt","Detecting anomalous electrical appliance behavior based on motif transition likelihood matrices",2016,"2016 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7778840/","https://scholar.google.com/scholar?cites=10740551294534303856&as_sdt=2005&sciodt=0,5&hl=en",322,"2020-01-11 14:06:34","","","","",,,,,3,0.75,2,2,4
18,"R Szewczyk, C Sharp, J Polastre, ...","Determining electrical consumption in a facility",2011,"US Patent App. 12 …","Google Patents","https://patents.google.com/patent/US20110264418A1/en","https://scholar.google.com/scholar?cites=18366475271250417313&as_sdt=2005&sciodt=0,5&hl=en",303,"2020-01-11 14:06:34","","","","",,,,,18,2.00,5,4,9
9,"RT Houlette, MS Phillips, JN Marcus, ...","Determining information about devices in a building using different sets of features",2017,"US Patent …","Google Patents","https://patents.google.com/patent/US9739813B2/en","https://scholar.google.com/scholar?cites=15465069706581566844&as_sdt=2005&sciodt=0,5&hl=en",299,"2020-01-11 14:06:34","","","","",,,,,9,3.00,2,4,3
5,"A Cominola, M Giuliani, A Castelleti, AM Abdallah, ...","Developing a stochastic simulation model for the generation of residential water end-use demand time series",2016,"","scholarsarchive.byu.edu","https://scholarsarchive.byu.edu/iemssconference/2016/Stream-C/46/","https://scholar.google.com/scholar?cites=8348195345330952861&as_sdt=2005&sciodt=0,5&hl=en",173,"2020-01-11 14:06:34","","","","",,,,,5,1.25,1,5,4
2,"A Filippi, R Rietman, Y Wang","Device and method for determining an individual power representation of operation states",2015,"US Patent App. 14/434,923","Google Patents","https://patents.google.com/patent/US20150276828A1/en","https://scholar.google.com/scholar?cites=11664729692488013090&as_sdt=2005&sciodt=0,5&hl=en",277,"2020-01-11 14:06:34","","","","",,,,,2,0.40,1,3,5
195,"M Marwah, C Patel, GM Lyon, ML Lyons, ...","Device characterization system and methods",2014,"US Patent …","Google Patents","https://patents.google.com/patent/US8836536B2/en","https://scholar.google.com/scholar?cites=5209368186415080823&as_sdt=2005&sciodt=0,5&hl=en",235,"2020-01-11 14:06:34","","","","",,,,,195,32.50,39,5,6
1,"K Osathanunkul, K Osathanunkul","Different Sampling Rates on Neural NILM Energy Disaggregation",,"2019 Joint International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8692281/","https://scholar.google.com/scholar?cites=17010724492168897576&as_sdt=2005&sciodt=0,5&hl=en",14,"2020-01-11 14:06:34","","","","",,,,,1,0.00,1,2,
4,"MU Hassan, MH Rehmani, ...","Differential privacy techniques for cyber physical systems: a survey",2019,"… Communications Surveys & …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8854247/","https://scholar.google.com/scholar?cites=12952665003457697520&as_sdt=2005&sciodt=0,5&hl=en",371,"2020-01-11 14:06:34","","","","",,,,,4,4.00,1,3,1
6,"M Gaur, A Majumdar","Disaggregating Transform Learning for Non-Intrusive Load Monitoring",2018,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8444965/","https://scholar.google.com/scholar?cites=12250243444003410686&as_sdt=2005&sciodt=0,5&hl=en",208,"2020-01-11 14:06:34","","","","",,,,,6,3.00,3,2,2
0,"Y Zhou, Z Shi, Z Shi, Q Gao, L Wu","Disaggregating power consumption of commercial buildings based on the finite mixture model",2019,"Applied Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306261919304052","",286,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,5,1
4,"M Tabone, S Kiliccote, EC Kara","Disaggregating solar generation behind individual meters in real time",2018,"Proceedings of the 5th Conference on …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3276776","https://scholar.google.com/scholar?cites=16998935702714032405&as_sdt=2005&sciodt=0,5&hl=en",261,"2020-01-11 14:06:34","","","","",,,,,4,2.00,1,3,2
19,"D Kelly","Disaggregation of domestic smart meter energy data",2016,"","spiral.imperial.ac.uk","https://spiral.imperial.ac.uk/handle/10044/1/49452","https://scholar.google.com/scholar?cites=6020689986316780840&as_sdt=2005&sciodt=0,5&hl=en",135,"2020-01-11 14:06:34","","","","",,,,,19,4.75,19,1,4
0,"M Douhaniaris, S Marisa, M Peljo, J Salmelin","Disaggregation of electricity data",2017,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/05db/0fe2c44977e30f900a56446160db8667aca6.pdf","",47,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,4,3
0,"M Ma, W Lin, J Zhang, P Wang, ...","Discover the fingerprint of electrical appliance: Online appliance behavior learning and detection in smart homes",2017,"2017 IEEE SmartWorld …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8397503/","",341,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,5,3
12,"MR Herrmann, DP Brumby, T Oreszczyn, ...","Does data visualization affect users' understanding of electricity consumption?",2018,"Building Research & …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/09613218.2017.1356164","https://scholar.google.com/scholar?cites=16470983390929540039&as_sdt=2005&sciodt=0,5&hl=en",265,"2020-01-11 14:06:34","","","","",,,,,12,6.00,3,4,2
5,"L Pereira","EMD-DF: A data model and file format for energy disaggregation datasets",2017,"Proceedings of the 4th ACM International Conference …","researchgate.net","https://www.researchgate.net/profile/Lucas_Pereira8/publication/324459435_EMD-DF_a_data_model_and_file_format_for_energy_disaggregation_datasets/links/5ae73be40f7e9b9793c83126/EMD-DF-a-data-model-and-file-format-for-energy-disaggregation-datasets.pdf","https://scholar.google.com/scholar?cites=5551381590646781292&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-01-11 14:06:34","PDF","","","",,,,,5,1.67,5,1,3
0,"A Adabi","Economical Real-Time Energy Management For Microgrids Via Nilm And With User Decision Support",2016,"","escholarship.org","https://escholarship.org/uc/item/4mq64408","",155,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,4
0,"AA Butt, N Javaid, A Rehman, ...","Efficient Utilization of Energy using Fog and Cloud based Integrated Environment in Smart Grid",2019,"… Conference on Computer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8716465/","",111,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,1
3,"C Klemenjak, A Reinhardt, L Pereira, ...","Electricity consumption data sets: Pitfalls and opportunities",2019,"Proceedings of the 6th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3360322.3360867","https://scholar.google.com/scholar?cites=1658608854926185781&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-01-11 14:06:34","","","","",,,,,3,3.00,1,4,1
1,"D Behrens, T Schoormann, S Bräuer, R Knackstedt","Empowering the selection of demand response methods in smart homes: development of a decision support framework",2018,"Energy Informatics","Springer","https://link.springer.com/article/10.1186/s42162-018-0059-6","https://scholar.google.com/scholar?cites=3068961347716803946&as_sdt=2005&sciodt=0,5&hl=en",320,"2020-01-11 14:06:34","HTML","","","",,,,,1,0.50,0,4,2
2,"AF Ebrahim, OA Mohammed","Energy Disaggregation Based Deep Learning Techniques: A pre-processing Stage to Enhance The Household Load Forecasting",2018,"2018 IEEE Industry Applications …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8544664/","https://scholar.google.com/scholar?cites=11975961069589455828&as_sdt=2005&sciodt=0,5&hl=en",30,"2020-01-11 14:06:34","","","","",,,,,2,1.00,1,2,2
1,"S Bansal, M Schmidt","Energy Disaggregation Methods for Commercial Buildings Using Smart Meter and Operational Data",2017,"Workshops at the Thirty-First AAAI Conference on …","aaai.org","https://www.aaai.org/ocs/index.php/WS/AAAIW17/paper/viewPaper/15097","https://scholar.google.com/scholar?cites=12378806139360821101&as_sdt=2005&sciodt=0,5&hl=en",117,"2020-01-11 14:06:34","","","","",,,,,1,0.33,1,2,3
0,"A Gupta, A Kharbouch, V Garud, ...","Energy Disaggregation Techniques for Low Resolution Whole-House Energy Consumption Data",2018,"US Patent App. 16 …","Google Patents","https://patents.google.com/patent/US20180348711A1/en","",318,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,2
0,"W Li","Energy Management for Smart Homes and Smart Cities",2016,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/bfdc/b5cc68f502ae70b17ff3eadb2990a5b2889d.pdf","",370,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,4
2,"H Rashid, P Singh","Energy disaggregation for identifying anomalous appliance",2017,"Proceedings of the 4th ACM International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3137133.3141438","https://scholar.google.com/scholar?cites=18332308577786175780&as_sdt=2005&sciodt=0,5&hl=en",11,"2020-01-11 14:06:34","","","","",,,,,2,0.67,1,2,3
0,"A Raj","Energy disaggregation using deep neural networks on household appliances",2017,"","edoc.sub.uni-hamburg.de","http://edoc.sub.uni-hamburg.de/haw/volltexte/2017/4067/pdf/Amrit_Raj_2159114_Bachelor_Thesis.pdf","",360,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,3
16,"Z Jiang, C Liu, A Akintayo, GP Henze, S Sarkar","Energy prediction using spatiotemporal pattern networks",2017,"Applied energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306261917312588","https://scholar.google.com/scholar?cites=6306886813059040122&as_sdt=2005&sciodt=0,5&hl=en",124,"2020-01-11 14:06:34","","","","",,,,,16,5.33,3,5,3
1,"C Nalmpantis, O Krystalakos, D Vrakas","Energy profile representation in vector space",2018,"Proceedings of the 10th …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3201050","https://scholar.google.com/scholar?cites=15544018892324930816&as_sdt=2005&sciodt=0,5&hl=en",70,"2020-01-11 14:06:34","","","","",,,,,1,0.50,0,3,2
0,"P Buono, F Balducci, F Cassano, ...","EnergyAware: a non-intrusive load monitoring system to improve the domestic energy consumption awareness",2019,"Proceedings of the 2nd …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3340436.3342726","",253,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,1
0,"SA Mikkelsen","Enforcement of Security and Privacy in a Service-Oriented Smart Grid",2016,"","aamikkelsen.dk","http://aamikkelsen.dk/media/files/Dissertation-SorenAagaardMikkelsen.pdf","",301,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,4
6,"L Pereira, M Ribeiro, N Nunes","Engineering and deploying a hardware and software platform to collect and label non-intrusive load monitoring datasets",2017,"2017 Sustainable Internet and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8379791/","https://scholar.google.com/scholar?cites=12599634313218575897&as_sdt=2005&sciodt=0,5&hl=en",347,"2020-01-11 14:06:34","","","","",,,,,6,2.00,2,3,3
1,"F Englert, M Rettberg-Päplow, S Kössler, ...","Enhancing user privacy by data driven selection mechanisms for finding transmission-relevant data samples in energy recommender systems",2015,"… and Workshops on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7089089/","https://scholar.google.com/scholar?cites=2621400401424260&as_sdt=2005&sciodt=0,5&hl=en",328,"2020-01-11 14:06:34","","","","",,,,,1,0.20,0,4,5
0,"K Hühne","Entwicklung und Integration eines Systems zur Witterungsanalyse und-bereinigung in ein bestehendes Energie Metering und Monitoring System",2015,"","k-nut.eu","https://k-nut.eu/static/Bachelor-Thesis-Knut-H%C3%BChne.pdf","",326,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,1,5
0,"HAB Silva","Estratégias de agrupamento de consumidores residenciais para o melhoramento de ações de eficiência energética.",2017,"","dspace.sti.ufcg.edu.br","http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/1591","",386,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,3
0,"LR Sampaio","Estratégias para o suporte a ambientes de execução confiável em sistemas de computação na nuvem.",2018,"","dspace.sti.ufcg.edu.br","http://dspace.sti.ufcg.edu.br:8080/xmlui/handle/riufcg/1657","",388,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,2
0,"DJCP Vaz","Estudo e desenvolvimento da análise não intrusiva de cargas no sector residencial",2017,"","repositorio.ul.pt","http://repositorio.ul.pt/handle/10451/30707","",108,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,1,3
1,"H Rashid, V Stankovic, L Stankovic, ...","Evaluation of non-intrusive load monitoring algorithms for appliance-level anomaly detection",2019,"ICASSP 2019-2019 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8683792/","https://scholar.google.com/scholar?cites=9079796908975578040&as_sdt=2005&sciodt=0,5&hl=en",61,"2020-01-11 14:06:34","","","","",,,,,1,1.00,0,4,1
1,"H Yang, L Cheng, MC Chuah","Evaluation of utility-privacy trade-offs of data manipulation techniques for smart metering",2016,"2016 IEEE Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7860526/","https://scholar.google.com/scholar?cites=9703522427785143628&as_sdt=2005&sciodt=0,5&hl=en",330,"2020-01-11 14:06:34","","","","",,,,,1,0.25,0,3,4
8,"JM Sanchez-Loureda, AR Westbrooke","Event identification",2011,"US Patent App. 13/027,636","Google Patents","https://patents.google.com/patent/US20110288793A1/en","https://scholar.google.com/scholar?cites=8206433437863898586&as_sdt=2005&sciodt=0,5&hl=en",325,"2020-01-11 14:06:34","","","","",,,,,8,0.89,4,2,9
1,"AU Rehman, TT Lie, B Vallès, ...","Event-Detection Algorithms for Low Sampling Nonintrusive Load Monitoring Systems Based on Low Complexity Statistical Features",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8686047/","https://scholar.google.com/scholar?cites=18172700253142165267&as_sdt=2005&sciodt=0,5&hl=en",336,"2020-01-11 14:06:34","","","","",,,,,1,1.00,0,4,1
128,"S Makonin, F Popowich, IV Bajić, B Gill, ...","Exploiting HMM sparsity to perform online real-time nonintrusive load monitoring",2015,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7317784/","https://scholar.google.com/scholar?cites=7989840704103177799&as_sdt=2005&sciodt=0,5&hl=en",164,"2020-01-11 14:06:34","","","","",,,,,128,25.60,26,5,5
6,"M Valenti, R Bonfigli, E Principi, ...","Exploiting the Reactive Power in Deep Neural Models for Non-Intrusive Load Monitoring",2018,"2018 International Joint …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8489271/","https://scholar.google.com/scholar?cites=1748652317621887975&as_sdt=2005&sciodt=0,5&hl=en",165,"2020-01-11 14:06:34","","","","",,,,,6,3.00,2,4,2
0,"R Gupta, K Ramamritham","Extracting the Full Potential of Voltage",2018,"… of the Ninth International Conference on …","dl.acm.org","https://dl.acm.org/citation.cfm?id=3208944","",207,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,2,2
26,"F Farokhi, H Sandberg","Fisher information as a measure of privacy: Preserving privacy of households with smart meters using batteries",2017,"IEEE Transactions on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7850953/","https://scholar.google.com/scholar?cites=12830229383501651903&as_sdt=2005&sciodt=0,5&hl=en",185,"2020-01-11 14:06:34","","","","",,,,,26,8.67,13,2,3
110,"A Monacchi, D Egarter, W Elmenreich, ...","GREEND: An energy consumption dataset of households in Italy and Austria",2014,"… on Smart Grid …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7007698/","https://scholar.google.com/scholar?cites=18441029567238755989&as_sdt=2005&sciodt=0,5&hl=en",250,"2020-01-11 14:06:34","","","","",,,,,110,18.33,28,4,6
24,"N Batra, A Singh, K Whitehouse","Gemello: Creating a detailed energy breakdown from just the monthly electricity bill",2016,"Proceedings of the 22nd ACM …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2939735","https://scholar.google.com/scholar?cites=8086155284550408446&as_sdt=2005&sciodt=0,5&hl=en",71,"2020-01-11 14:06:34","","","","",,,,,24,6.00,8,3,4
0,"P Held, D Weißhaar, DO Abdeslam, ...","Generation of New Simulation Scenarios for NILM Based on Real Data Sets using High-Resolution Current Waveforms",2019,"IECON 2019-45th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8926895/","",142,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,4,1
6,"S Singh, M Gulati, A Majumdar","Greedy deep disaggregating sparse coding",2016,"Proc. NILM2016 3rd International …","salsa.iiitd.edu.in","http://salsa.iiitd.edu.in/contents/megha/NILM%20paper%202%20ENERGY%20PROCEDIA.pdf","https://scholar.google.com/scholar?cites=10589037290403599017&as_sdt=2005&sciodt=0,5&hl=en",125,"2020-01-11 14:06:34","PDF","","","",,,,,6,1.50,2,3,4
0,"NIL Monitoring, NILM Toolkit","Hands-on Data Communications Project Background",,"userpages.umbc.edu","","https://userpages.umbc.edu/~nroy/courses/spring2015/dcn/notes/Research_Project_Directions.pdf","",10,"2020-01-11 14:06:34","PDF","","","",,,,,0,0.00,0,2,
3,"ALS Pereira","Hardware and software platforms to deploy and evaluate non-intrusive load monitoring systems",2016,"","digituma.uma.pt","http://digituma.uma.pt/handle/10400.13/1501","https://scholar.google.com/scholar?cites=14268772634443440446&as_sdt=2005&sciodt=0,5&hl=en",113,"2020-01-11 14:06:34","","","","",,,,,3,0.75,3,1,4
0,"J Chavat, J Graneri, S Nesmachnow","Household Energy Disaggregation Based on Pattern Consumption Similarities",2019,"Ibero-American Congress on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-38889-8_5","",34,"2020-01-11 14:06:34","","","","",,,,,0,0.00,0,3,1
